MatchID,Blue_Team,Purp_Team,Blue_Tower,Blue_Inhib,Blue_Baron,Blue_Dragon,Purp_Tower,Purp_Inhib,Purp_Baron,Purp_Dragon,Blue_Kills,Blue_Assists,Blue_Gold,Purp_Kills,Purp_Assists,Purp_Gold,Blue_BookOdds,Purp_BookOdds,Blue_ModelOdds,Purp_ModelOdds
104169295295198347,MAD Lions,Schalke 04,2,0,0,2,2,0,0,0,6,7,31694,4,9,29950,1.53,2.35,1.3,3.24
104169295295198347,MAD Lions,Schalke 04,2,0,0,2,2,0,0,0,8,13,32304,4,9,30051,1.53,2.35,1.14,5.11
104169295295198347,MAD Lions,Schalke 04,2,0,0,2,2,0,0,0,8,13,33125,4,9,30176,1.53,2.35,1.07,7.14
104169295295198347,MAD Lions,Schalke 04,2,0,0,2,2,0,0,0,8,13,33423,4,9,30285,1.53,2.35,1.06,7.84
104169295295198347,MAD Lions,Schalke 04,2,0,0,2,2,0,0,0,8,13,33423,4,9,30285,1.4,2.73,1.06,7.84
104169295295198347,MAD Lions,Schalke 04,2,0,0,2,2,0,0,0,8,13,33526,4,9,30391,1.4,2.73,1.06,7.83
104169295295198347,MAD Lions,Schalke 04,3,0,0,2,2,0,0,0,8,13,34367,4,9,30493,1.4,2.73,1.0,16.05
104169295295198347,MAD Lions,Schalke 04,3,0,0,2,2,0,0,0,8,13,34626,4,9,30728,1.4,2.73,1.0,16.26
104169295295198347,MAD Lions,Schalke 04,3,0,0,2,2,0,0,0,8,13,34933,4,9,30927,1.4,2.73,1.0,17.23
104169295295198347,MAD Lions,Schalke 04,3,0,0,2,2,0,0,0,8,13,35122,4,9,31263,1.4,2.73,1.0,15.93
104169295295198347,MAD Lions,Schalke 04,3,0,0,2,2,0,0,0,8,13,35122,4,9,31263,1.26,3.5,1.0,15.93
104169295295198347,MAD Lions,Schalke 04,3,0,0,2,2,0,0,0,8,13,35425,4,9,31548,1.26,3.5,1.0,16.08
104169295295198347,MAD Lions,Schalke 04,3,0,0,2,2,0,0,0,8,13,35646,4,9,31818,1.26,3.5,1.0,15.66
104169295295198347,MAD Lions,Schalke 04,3,0,0,2,2,0,0,0,8,13,35785,4,9,32463,1.26,3.5,1.01,11.99
104169295295198347,MAD Lions,Schalke 04,4,0,0,2,2,0,0,0,8,13,36707,4,9,32665,1.26,3.5,1.0,24.91
104169295295198347,MAD Lions,Schalke 04,4,0,0,2,2,0,0,0,8,13,37010,4,9,32920,1.26,3.5,1.0,25.57
104169295295198347,MAD Lions,Schalke 04,4,0,0,2,2,0,0,0,8,13,37114,4,9,33026,1.26,3.5,1.0,25.55
104169295295198347,MAD Lions,Schalke 04,4,0,0,3,2,0,0,0,8,13,37419,4,9,33310,1.26,3.5,1.0,29.0
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,1.62,1.85,1.87
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,2500,0,0,2500,2.16,1.62,1.85,1.87
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,2521,0,0,2521,2.16,1.62,1.85,1.87
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,2563,0,0,2577,2.16,1.62,1.85,1.87
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,2746,0,0,2683,2.16,1.62,1.81,1.91
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,3049,0,0,3011,2.16,1.62,1.83,1.89
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,3196,0,0,3242,2.16,1.62,1.87,1.85
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,3410,0,0,3604,2.16,1.62,1.95,1.77
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,3542,0,0,3778,2.16,1.62,1.98,1.75
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,3782,1,2,4593,2.16,1.62,2.49,1.48
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,3910,1,2,4897,2.16,1.62,2.66,1.43
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,5871,1,2,6551,2.42,1.5,2.38,1.53
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,6067,1,2,6789,2.42,1.5,2.41,1.51
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,6367,1,2,7028,2.42,1.5,2.36,1.53
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,6636,1,2,7360,2.42,1.5,2.42,1.51
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,6937,1,2,7540,2.42,1.5,2.32,1.55
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,7138,1,2,7774,2.42,1.5,2.34,1.54
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,7339,1,2,8051,2.42,1.5,2.41,1.52
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,7509,1,2,8288,2.42,1.5,2.46,1.49
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,7741,1,2,8652,2.42,1.5,2.58,1.45
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,7741,1,2,8652,2.35,1.53,2.58,1.45
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,7996,1,2,8903,2.35,1.53,2.58,1.45
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,8196,1,2,9148,2.35,1.53,2.62,1.44
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,8427,1,2,9320,2.35,1.53,2.57,1.46
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,0,0,0,8843,1,2,9492,2.35,1.53,2.35,1.54
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,1,0,0,8943,1,2,9610,2.35,1.53,2.55,1.46
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,1,0,0,8943,1,2,9610,2.73,1.4,2.55,1.46
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,1,0,0,9373,1,2,10018,2.73,1.4,2.53,1.47
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,1,0,0,9546,1,2,10243,2.73,1.4,2.58,1.45
104169295295198347,Schalke 04,MAD Lions,0,0,0,0,0,0,0,1,0,0,9752,1,2,10418,2.73,1.4,2.55,1.46
